"formatted_date","continent","location","new_vaccinations"
"2023-03-22","South America","Peru","22770"
"2023-03-23","South America","Peru","23235"
"2023-03-24","South America","Peru","23412"
"2023-03-25","South America","Peru","20009"
"2023-03-26","South America","Peru","11852"
"2023-03-27","South America","Peru","20225"
"2023-03-28","South America","Peru","20250"
"2023-03-29","South America","Peru","21310"
"2023-03-30","South America","Peru","18462"
"2023-03-31","South America","Peru","16561"
"2023-04-01","South America","Peru","17767"
"2023-04-02","South America","Peru","6802"
"2023-04-03","South America","Peru","16134"
"2023-04-04","South America","Peru","16922"
"2023-04-05","South America","Peru","18791"
"2023-04-06","South America","Peru","6078"
"2023-04-07","South America","Peru","4312"
"2023-04-08","South America","Peru","14539"
"2023-04-09","South America","Peru","5179"
"2023-04-13","South America","Peru","21347"
"2023-04-14","South America","Peru","25182"
"2023-04-15","South America","Peru","19514"
"2023-04-16","South America","Peru","9593"
"2023-04-17","South America","Peru","22266"
"2023-04-18","South America","Peru","20482"
"2023-04-19","South America","Peru","21274"
"2023-04-20","South America","Peru","21354"
"2023-04-21","South America","Peru","21216"
"2023-04-22","South America","Peru","27155"
"2023-04-23","South America","Peru","39006"
"2023-04-24","South America","Peru","27180"
"2023-04-25","South America","Peru","29121"
"2023-04-26","South America","Peru","28490"
"2023-04-27","South America","Peru","26241"
"2023-04-28","South America","Peru","27328"
"2023-04-29","South America","Peru","20902"
"2023-04-30","South America","Peru","10114"
"2023-05-01","South America","Peru","2046"
"2023-05-02","South America","Peru","8479"
"2023-05-03","South America","Peru","8399"
"2023-05-04","South America","Peru","6981"
"2023-05-05","South America","Peru","5100"
"2023-05-06","South America","Peru","2518"
"2023-05-07","South America","Peru","382"
"2023-10-01","South America","Peru","21383"
"2023-10-02","South America","Peru","30630"
"2023-10-03","South America","Peru","23446"
"2023-10-04","South America","Peru","19402"
"2023-11-01","South America","Peru","21074"
"2023-11-02","South America","Peru","23182"
"2023-11-03","South America","Peru","19639"
"2023-11-04","South America","Peru","18565"
"2023-12-01","South America","Peru","22577"
"2023-12-02","South America","Peru","8506"
"2023-12-03","South America","Peru","7930"
"2023-12-04","South America","Peru","20496"
"2021-03-01","Asia","Philippines","756"
"2021-03-02","Asia","Philippines","2037"
"2021-03-07","Asia","Philippines","4128"
"2021-03-08","Asia","Philippines","14734"
"2021-03-09","Asia","Philippines","45077"
"2021-03-16","Asia","Philippines","797"
"2021-03-17","Asia","Philippines","52789"
"2021-04-06","Asia","Philippines","67441"
"2021-04-13","Asia","Philippines","53419"
"2021-04-14","Asia","Philippines","56640"
"2021-04-18","Asia","Philippines","20964"
"2021-04-19","Asia","Philippines","29790"
"2021-04-20","Asia","Philippines","55016"
"2021-04-21","Asia","Philippines","49857"
"2021-04-22","Asia","Philippines","54267"
"2021-04-23","Asia","Philippines","65672"
"2021-04-24","Asia","Philippines","21106"
"2021-04-27","Asia","Philippines","41861"
"2021-04-28","Asia","Philippines","39765"
"2021-04-29","Asia","Philippines","31409"
"2021-04-30","Asia","Philippines","38876"
"2021-05-01","Asia","Philippines","21345"
"2021-05-04","Asia","Philippines","66021"
"2021-05-05","Asia","Philippines","63950"
"2021-05-08","Asia","Philippines","81117"
"2021-05-09","Asia","Philippines","13287"
"2021-05-14","Asia","Philippines","75610"
"2021-05-15","Asia","Philippines","130909"
"2021-05-16","Asia","Philippines","80679"
"2021-05-21","Asia","Philippines","237984"
"2021-05-22","Asia","Philippines","141133"
"2021-05-23","Asia","Philippines","72480"
"2021-05-24","Asia","Philippines","135670"
"2021-05-25","Asia","Philippines","189800"
"2021-05-26","Asia","Philippines","170983"
"2021-05-27","Asia","Philippines","196000"
"2021-06-02","Asia","Philippines","135351"
"2021-06-05","Asia","Philippines","78520"
"2021-06-06","Asia","Philippines","58396"
"2021-06-07","Asia","Philippines","130557"
"2021-06-08","Asia","Philippines","218340"
"2021-06-09","Asia","Philippines","156228"
"2021-06-13","Asia","Philippines","78495"
"2021-06-14","Asia","Philippines","96831"
"2021-06-15","Asia","Philippines","322929"
"2021-06-16","Asia","Philippines","194932"
"2021-06-17","Asia","Philippines","285151"
"2021-06-18","Asia","Philippines","202319"
"2021-06-19","Asia","Philippines","172048"
"2021-06-20","Asia","Philippines","184583"
"2021-06-21","Asia","Philippines","184064"
"2021-06-30","Asia","Philippines","207053"
"2021-07-01","Asia","Philippines","260297"
"2021-07-07","Asia","Philippines","211632"
"2021-07-08","Asia","Philippines","310340"
"2021-07-13","Asia","Philippines","246017"
"2021-07-16","Asia","Philippines","391272"
"2021-07-26","Asia","Philippines","136286"
"2021-07-27","Asia","Philippines","312955"
"2021-08-03","Asia","Philippines","1625161"
"2021-08-16","Asia","Philippines","501612"
"2021-08-23","Asia","Philippines","303859"
"2021-09-01","Asia","Philippines","406025"
"2021-09-06","Asia","Philippines","156849"
"2021-09-09","Asia","Philippines","551601"
"2021-09-13","Asia","Philippines","395704"
"2021-09-14","Asia","Philippines","387868"
"2021-09-15","Asia","Philippines","500315"
"2021-09-16","Asia","Philippines","488457"
"2021-09-27","Asia","Philippines","427399"
"2021-09-28","Asia","Philippines","380456"
"2021-09-29","Asia","Philippines","405836"
"2021-09-30","Asia","Philippines","453519"
"2021-10-03","Asia","Philippines","25423"
"2021-10-04","Asia","Philippines","398206"
"2021-10-05","Asia","Philippines","1000085"
"2021-10-06","Asia","Philippines","143641"
"2021-10-06","Asia","Philippines","612068"
"2021-10-07","Asia","Philippines","534697"
"2021-10-11","Asia","Philippines","1052600"
"2021-10-13","Asia","Philippines","460748"
"2021-10-14","Asia","Philippines","545360"
"2021-10-18","Asia","Philippines","479449"
"2021-10-19","Asia","Philippines","531715"
"2021-10-20","Asia","Philippines","523179"
"2021-10-21","Asia","Philippines","605913"
"2021-10-25","Asia","Philippines","538836"
"2021-10-26","Asia","Philippines","520224"
"2021-10-27","Asia","Philippines","719401"
"2021-10-28","Asia","Philippines","718033"
"2021-11-01","Asia","Philippines","156898"
"2021-11-02","Asia","Philippines","932762"
"2021-11-03","Asia","Philippines","948521"
"2021-11-04","Asia","Philippines","1119389"
"2021-11-07","Asia","Philippines","179913"
"2021-11-08","Asia","Philippines","751430"
"2021-11-09","Asia","Philippines","817010"
"2021-11-10","Asia","Philippines","393099"
"2021-11-11","Asia","Philippines","899229"
"2021-11-15","Asia","Philippines","963777"
"2021-11-16","Asia","Philippines","1002361"
"2021-11-17","Asia","Philippines","1083310"
"2021-11-18","Asia","Philippines","1154131"
"2021-12-01","Asia","Philippines","2648872"
"2021-12-02","Asia","Philippines","1189329"
"2021-12-04","Asia","Philippines","62653"
"2021-12-06","Asia","Philippines","975553"
"2021-12-07","Asia","Philippines","74005"
"2021-12-10","Asia","Philippines","409365"
"2021-12-14","Asia","Philippines","786383"
"2021-12-15","Asia","Philippines","1115780"
"2021-12-16","Asia","Philippines","873996"
"2021-12-20","Asia","Philippines","748532"
"2021-12-27","Asia","Philippines","878263"
"2021-12-28","Asia","Philippines","986565"
"2022-01-05","Asia","Philippines","785956"
"2022-01-06","Asia","Philippines","1033255"
"2022-01-13","Asia","Philippines","1053234"
"2022-01-17","Asia","Philippines","801345"
"2022-01-18","Asia","Philippines","899282"
"2022-01-19","Asia","Philippines","847891"
"2022-01-20","Asia","Philippines","820091"
"2022-01-26","Asia","Philippines","578732"
"2022-02-01","Asia","Philippines","212104"
"2022-02-02","Asia","Philippines","453482"
"2022-04-05","Asia","Philippines","262895"
"2022-04-19","Asia","Philippines","227791"
"2022-10-01","Asia","Philippines","885191"
"2022-11-01","Asia","Philippines","1054191"
"2022-12-01","Asia","Philippines","980980"
"2020-12-29","Europe","Poland","4300"
"2020-12-30","Europe","Poland","30000"
"2020-12-31","Europe","Poland","11300"
"2021-01-03","Europe","Poland","442"
"2021-01-04","Europe","Poland","41387"
"2021-01-05","Europe","Poland","48006"
"2021-01-06","Europe","Poland","20133"
"2021-01-07","Europe","Poland","28597"
"2021-01-08","Europe","Poland","9831"
"2021-01-09","Europe","Poland","1235"
"2021-01-13","Europe","Poland","59592"
"2021-01-14","Europe","Poland","41268"
"2021-01-15","Europe","Poland","26483"
"2021-01-16","Europe","Poland","20340"
"2021-01-17","Europe","Poland","12163"
"2021-01-18","Europe","Poland","25698"
"2021-01-19","Europe","Poland","46065"
"2021-01-20","Europe","Poland","50556"
"2021-01-21","Europe","Poland","53214"
"2021-01-22","Europe","Poland","39278"
"2021-01-23","Europe","Poland","16887"
"2021-01-24","Europe","Poland","6310"
"2021-01-25","Europe","Poland","69513"
"2021-01-26","Europe","Poland","128470"
"2021-01-27","Europe","Poland","102796"
"2021-01-28","Europe","Poland","88783"
"2021-01-29","Europe","Poland","44045"
"2021-01-30","Europe","Poland","15850"
"2021-01-31","Europe","Poland","19973"
"2021-02-01","Europe","Poland","54812"
"2021-02-02","Europe","Poland","110719"
"2021-02-03","Europe","Poland","119143"
"2021-02-04","Europe","Poland","105026"
"2021-02-05","Europe","Poland","51160"
"2021-02-06","Europe","Poland","23394"
"2021-02-07","Europe","Poland","15550"
"2021-02-13","Europe","Poland","36080"
"2021-02-14","Europe","Poland","15156"
"2021-02-15","Europe","Poland","36901"
"2021-02-16","Europe","Poland","70971"
"2021-02-17","Europe","Poland","154677"
"2021-02-18","Europe","Poland","172205"
"2021-02-19","Europe","Poland","103777"
"2021-02-20","Europe","Poland","37039"
"2021-02-21","Europe","Poland","17344"
"2021-02-22","Europe","Poland","44277"
"2021-03-01","Europe","Poland","47072"
"2021-03-04","Europe","Poland","172261"
"2021-03-09","Europe","Poland","82129"
"2021-03-13","Europe","Poland","30264"
"2021-03-14","Europe","Poland","13246"
"2021-03-15","Europe","Poland","26277"
"2021-03-16","Europe","Poland","48869"
"2021-03-17","Europe","Poland","132973"
"2021-03-18","Europe","Poland","154418"
"2021-03-19","Europe","Poland","90174"
"2021-03-20","Europe","Poland","30673"
"2021-03-21","Europe","Poland","12015"
"2021-03-22","Europe","Poland","51746"
"2021-03-23","Europe","Poland","115907"
"2021-03-24","Europe","Poland","187891"
"2021-03-31","Europe","Poland","189152"
"2021-04-01","Europe","Poland","191793"
"2021-04-02","Europe","Poland","152050"
"2021-04-05","Europe","Poland","6475"
"2021-04-08","Europe","Poland","263774"
"2021-04-13","Europe","Poland","185780"
"2021-04-20","Europe","Poland","203880"
"2021-04-21","Europe","Poland","284898"
"2021-04-22","Europe","Poland","311649"
"2021-04-23","Europe","Poland","262744"
"2021-04-28","Europe","Poland","341200"
"2021-04-29","Europe","Poland","389431"
"2021-05-06","Europe","Poland","419521"
"2021-05-07","Europe","Poland","375115"
"2021-05-08","Europe","Poland","261078"
"2021-05-09","Europe","Poland","93697"
"2021-05-14","Europe","Poland","364242"
"2021-05-15","Europe","Poland","267017"
"2021-05-16","Europe","Poland","103437"
"2021-05-17","Europe","Poland","164080"
"2021-05-18","Europe","Poland","328889"
"2021-05-21","Europe","Poland","365436"
"2021-05-22","Europe","Poland","246248"
"2021-05-23","Europe","Poland","74526"
"2021-05-24","Europe","Poland","144699"
"2021-05-25","Europe","Poland","303996"
"2021-05-26","Europe","Poland","395433"
"2021-05-27","Europe","Poland","389931"
"2021-05-28","Europe","Poland","349861"
"2021-05-29","Europe","Poland","282923"
"2021-05-30","Europe","Poland","101097"
"2021-05-31","Europe","Poland","175567"
"2021-06-01","Europe","Poland","451423"
"2021-06-02","Europe","Poland","638504"
"2021-06-03","Europe","Poland","152450"
"2021-06-04","Europe","Poland","426942"
"2021-06-05","Europe","Poland","271933"
"2021-06-06","Europe","Poland","108491"
"2021-06-07","Europe","Poland","206262"
"2021-06-08","Europe","Poland","396464"
"2021-06-09","Europe","Poland","503054"
"2021-06-13","Europe","Poland","109520"
"2021-06-14","Europe","Poland","217328"
"2021-06-17","Europe","Poland","401483"
"2021-06-18","Europe","Poland","322386"
"2021-06-19","Europe","Poland","215615"
"2021-06-20","Europe","Poland","72093"
"2021-06-21","Europe","Poland","170966"
"2021-06-22","Europe","Poland","412844"
"2021-06-23","Europe","Poland","389481"
"2021-06-24","Europe","Poland","154057"
"2021-06-27","Europe","Poland","92669"
"2021-06-28","Europe","Poland","153941"
"2021-06-29","Europe","Poland","287433"
"2021-06-30","Europe","Poland","353461"
"2021-07-01","Europe","Poland","301819"
"2021-07-02","Europe","Poland","247412"
"2021-07-03","Europe","Poland","174396"
"2021-07-04","Europe","Poland","58308"
"2021-07-05","Europe","Poland","124461"
"2021-07-06","Europe","Poland","249262"
"2021-07-07","Europe","Poland","341495"
"2021-07-08","Europe","Poland","265143"
"2021-07-09","Europe","Poland","253739"
"2021-07-13","Europe","Poland","210041"
"2021-07-14","Europe","Poland","295306"
"2021-07-15","Europe","Poland","254347"
"2021-07-20","Europe","Poland","160281"
"2021-07-21","Europe","Poland","197253"
"2021-07-22","Europe","Poland","201121"
"2021-07-23","Europe","Poland","159473"
"2021-07-26","Europe","Poland","73794"
"2021-07-27","Europe","Poland","101649"
"2021-07-28","Europe","Poland","150958"
"2021-07-29","Europe","Poland","124790"
"2021-07-30","Europe","Poland","112921"
"2021-07-31","Europe","Poland","95697"
"2021-08-01","Europe","Poland","33780"
"2021-08-02","Europe","Poland","58004"
"2021-08-03","Europe","Poland","75965"
"2021-08-04","Europe","Poland","104353"
"2021-08-05","Europe","Poland","104480"
"2021-08-15","Europe","Poland","21244"
"2021-08-16","Europe","Poland","43515"
"2021-08-17","Europe","Poland","54486"
"2021-08-18","Europe","Poland","92262"
"2021-08-19","Europe","Poland","69683"
"2021-08-20","Europe","Poland","72515"
"2021-08-21","Europe","Poland","41992"
"2021-08-22","Europe","Poland","19152"
"2021-08-27","Europe","Poland","73618"
"2021-08-28","Europe","Poland","44294"
"2021-08-29","Europe","Poland","23021"
"2021-08-30","Europe","Poland","37965"
"2021-08-31","Europe","Poland","54244"
"2021-09-01","Europe","Poland","48958"
"2021-09-02","Europe","Poland","55902"
"2021-09-03","Europe","Poland","60547"
"2021-09-04","Europe","Poland","33023"
"2021-09-05","Europe","Poland","14847"
"2021-09-06","Europe","Poland","25567"
"2021-09-07","Europe","Poland","36196"
"2021-09-08","Europe","Poland","43248"
"2021-09-15","Europe","Poland","37886"
"2021-09-16","Europe","Poland","37503"
"2021-09-17","Europe","Poland","43387"
"2021-09-20","Europe","Poland","20757"
"2021-09-21","Europe","Poland","29361"
"2021-09-22","Europe","Poland","66049"
"2021-09-23","Europe","Poland","31554"
"2021-09-24","Europe","Poland","40154"
"2021-09-25","Europe","Poland","2207"
"2021-09-28","Europe","Poland","27506"
"2021-09-29","Europe","Poland","26805"
"2021-10-01","Europe","Poland","3031"
"2021-10-02","Europe","Poland","13550"
"2021-10-03","Europe","Poland","46300"
"2021-10-04","Europe","Poland","288652"
"2021-10-05","Europe","Poland","193389"
"2021-10-06","Europe","Poland","388308"
"2021-10-08","Europe","Poland","63619"
"2021-10-13","Europe","Poland","8247"
"2021-10-16","Europe","Poland","28808"
"2021-10-17","Europe","Poland","5557"
"2021-10-20","Europe","Poland","66427"
"2021-10-21","Europe","Poland","70990"
"2021-10-24","Europe","Poland","7645"
"2021-10-25","Europe","Poland","41840"
"2021-10-26","Europe","Poland","130833"
"2021-10-29","Europe","Poland","79282"
"2021-11-01","Europe","Poland","2261"
"2021-11-01","Europe","Poland","54781"
"2021-11-02","Europe","Poland","53677"
"2021-11-03","Europe","Poland","86158"
"2021-11-04","Europe","Poland","52353"
"2021-11-04","Europe","Poland","92385"
"2021-11-05","Europe","Poland","109443"
"2021-11-05","Europe","Poland","316664"
"2021-11-06","Europe","Poland","50890"
"2021-11-06","Europe","Poland","417376"
"2021-11-07","Europe","Poland","9547"
"2021-11-08","Europe","Poland","59647"
"2021-11-08","Europe","Poland","75633"
"2021-11-09","Europe","Poland","27189"
"2021-11-09","Europe","Poland","94012"
"2021-11-12","Europe","Poland","184524"
"2021-11-15","Europe","Poland","65878"
"2021-11-16","Europe","Poland","104570"
"2021-11-17","Europe","Poland","127461"
"2021-11-18","Europe","Poland","130953"
"2021-11-19","Europe","Poland","152552"
"2021-11-20","Europe","Poland","85202"
"2021-11-21","Europe","Poland","15780"
"2021-11-22","Europe","Poland","98906"
"2021-11-23","Europe","Poland","141095"
"2021-11-28","Europe","Poland","31632"
"2021-11-29","Europe","Poland","107368"
"2021-12-01","Europe","Poland","51786"
"2021-12-02","Europe","Poland","77270"
"2021-12-02","Europe","Poland","193695"
"2021-12-03","Europe","Poland","96017"
"2021-12-03","Europe","Poland","261695"
"2021-12-04","Europe","Poland","96767"
"2021-12-04","Europe","Poland","184422"
"2021-12-05","Europe","Poland","42042"
"2021-12-06","Europe","Poland","314955"
"2021-12-06","Europe","Poland","339938"
"2021-12-07","Europe","Poland","118027"
"2021-12-08","Europe","Poland","91446"
"2021-12-09","Europe","Poland","12358"
"2021-12-11","Europe","Poland","96219"
"2021-12-12","Europe","Poland","39167"
"2021-12-13","Europe","Poland","165124"
"2021-12-14","Europe","Poland","212351"
"2021-12-15","Europe","Poland","231716"
"2021-12-16","Europe","Poland","232963"
"2021-12-17","Europe","Poland","253056"
"2021-12-18","Europe","Poland","176831"
"2021-12-19","Europe","Poland","41023"
"2021-12-20","Europe","Poland","172729"
"2021-12-21","Europe","Poland","153666"
"2021-12-22","Europe","Poland","175703"
"2021-12-23","Europe","Poland","92262"
"2021-12-24","Europe","Poland","9308"
"2021-12-25","Europe","Poland","1244"
"2021-12-26","Europe","Poland","838"
"2021-12-31","Europe","Poland","25080"
"2022-01-01","Europe","Poland","2087"
"2022-01-02","Europe","Poland","16067"
"2022-01-03","Europe","Poland","162118"
"2022-01-04","Europe","Poland","280544"
"2022-01-05","Europe","Poland","292347"
"2022-01-06","Europe","Poland","34446"
"2022-01-07","Europe","Poland","227819"
"2022-01-08","Europe","Poland","176963"
"2022-01-09","Europe","Poland","35900"
"2022-01-13","Europe","Poland","221591"
"2022-01-14","Europe","Poland","247946"
"2022-01-17","Europe","Poland","157135"
"2022-01-18","Europe","Poland","188172"
"2022-01-21","Europe","Poland","201954"
"2022-01-22","Europe","Poland","130094"
"2022-01-23","Europe","Poland","41157"
"2022-01-24","Europe","Poland","123304"
"2022-01-25","Europe","Poland","156988"
"2022-01-26","Europe","Poland","167883"
"2022-01-27","Europe","Poland","134871"
"2022-01-28","Europe","Poland","171273"
"2022-01-31","Europe","Poland","94112"
"2022-02-01","Europe","Poland","110345"
"2022-02-02","Europe","Poland","118760"
"2022-02-03","Europe","Poland","108458"
"2022-02-04","Europe","Poland","120874"
"2022-02-05","Europe","Poland","80377"
"2022-02-06","Europe","Poland","12620"
"2022-02-07","Europe","Poland","70389"
"2022-02-08","Europe","Poland","82726"
"2022-02-09","Europe","Poland","87849"
"2022-02-13","Europe","Poland","9391"
"2022-02-14","Europe","Poland","44685"
"2022-02-15","Europe","Poland","48144"
"2022-02-16","Europe","Poland","77717"
"2022-02-19","Europe","Poland","39192"
"2022-02-20","Europe","Poland","7180"
"2022-02-21","Europe","Poland","38378"
"2022-02-22","Europe","Poland","45663"
"2022-02-23","Europe","Poland","49277"
"2022-02-24","Europe","Poland","46863"
"2022-02-25","Europe","Poland","59697"
"2022-02-26","Europe","Poland","29342"
"2022-02-27","Europe","Poland","5216"
"2022-03-02","Europe","Poland","31717"
"2022-03-03","Europe","Poland","29854"
"2022-03-04","Europe","Poland","42806"
"2022-03-05","Europe","Poland","16949"
"2022-03-08","Europe","Poland","20555"
"2022-03-16","Europe","Poland","21508"
"2022-03-17","Europe","Poland","20560"
"2022-03-20","Europe","Poland","2208"
"2022-03-21","Europe","Poland","14877"
"2022-03-22","Europe","Poland","15374"
"2022-03-23","Europe","Poland","17510"
"2022-03-24","Europe","Poland","17041"
"2022-03-25","Europe","Poland","26292"
"2022-03-26","Europe","Poland","10332"
"2022-03-27","Europe","Poland","1624"
"2022-03-30","Europe","Poland","15958"
"2022-03-31","Europe","Poland","14903"
"2022-04-04","Europe","Poland","11660"
"2022-04-05","Europe","Poland","9347"
"2022-04-06","Europe","Poland","11334"
"2022-04-07","Europe","Poland","11066"
"2022-04-08","Europe","Poland","17918"
"2022-04-14","Europe","Poland","12415"
"2022-04-18","Europe","Poland","1646"
"2022-04-19","Europe","Poland","10960"
"2022-04-20","Europe","Poland","12060"
"2022-04-23","Europe","Poland","6983"
"2022-04-26","Europe","Poland","11383"
"2022-04-29","Europe","Poland","22289"
"2022-04-30","Europe","Poland","19234"
"2022-05-01","Europe","Poland","2163"
"2022-05-02","Europe","Poland","5606"
"2022-05-03","Europe","Poland","553"
"2022-05-04","Europe","Poland","11955"
"2022-05-05","Europe","Poland","15419"
"2022-05-06","Europe","Poland","19240"
"2022-05-07","Europe","Poland","4153"
"2022-05-08","Europe","Poland","744"
"2022-05-09","Europe","Poland","8735"
"2022-05-13","Europe","Poland","7787"
"2022-05-14","Europe","Poland","2505"
"2022-05-15","Europe","Poland","681"
"2022-05-16","Europe","Poland","7273"
"2022-05-17","Europe","Poland","21523"
"2022-05-18","Europe","Poland","8177"
"2022-05-19","Europe","Poland","8410"
"2022-05-20","Europe","Poland","11749"
"2022-05-21","Europe","Poland","4173"
"2022-05-22","Europe","Poland","600"
"2022-05-23","Europe","Poland","6224"
"2022-05-24","Europe","Poland","11477"
"2022-05-25","Europe","Poland","12618"
"2022-05-26","Europe","Poland","9623"
"2022-05-27","Europe","Poland","10211"
"2022-05-30","Europe","Poland","7307"
"2022-05-31","Europe","Poland","9020"
"2022-06-01","Europe","Poland","5001"
"2022-06-02","Europe","Poland","5137"
"2022-06-03","Europe","Poland","7040"
"2022-06-04","Europe","Poland","2073"
"2022-06-05","Europe","Poland","324"
"2022-06-06","Europe","Poland","3811"
"2022-06-07","Europe","Poland","3669"
"2022-06-08","Europe","Poland","5409"
"2022-06-09","Europe","Poland","4193"
"2022-06-13","Europe","Poland","3047"
"2022-06-14","Europe","Poland","3478"
"2022-06-17","Europe","Poland","3390"
"2022-06-18","Europe","Poland","462"
"2022-06-19","Europe","Poland","150"
"2022-06-20","Europe","Poland","2819"
"2022-06-21","Europe","Poland","6530"
"2022-06-22","Europe","Poland","3176"
"2022-06-23","Europe","Poland","4372"
"2022-06-24","Europe","Poland","5126"
"2022-06-25","Europe","Poland","1242"
"2022-06-26","Europe","Poland","209"
"2022-06-27","Europe","Poland","2639"
"2022-06-28","Europe","Poland","2844"
"2022-06-29","Europe","Poland","234"
"2022-06-30","Europe","Poland","6174"
"2022-07-01","Europe","Poland","3361"
"2022-07-02","Europe","Poland","900"
"2022-07-03","Europe","Poland","79"
"2022-07-04","Europe","Poland","3841"
"2022-07-05","Europe","Poland","2912"
"2022-07-06","Europe","Poland","3800"
"2022-07-09","Europe","Poland","955"
"2022-07-13","Europe","Poland","5323"
"2022-07-14","Europe","Poland","3214"
"2022-07-15","Europe","Poland","4403"
"2022-07-16","Europe","Poland","805"
"2022-07-17","Europe","Poland","123"
"2022-07-18","Europe","Poland","3474"
"2022-07-19","Europe","Poland","3290"
"2022-07-20","Europe","Poland","3061"
"2022-07-21","Europe","Poland","15609"
"2022-07-22","Europe","Poland","17984"
"2022-07-23","Europe","Poland","8105"
"2022-07-24","Europe","Poland","1176"
"2022-07-25","Europe","Poland","28838"
"2022-07-26","Europe","Poland","38941"
"2022-07-27","Europe","Poland","48906"
"2022-07-28","Europe","Poland","68434"
"2022-07-29","Europe","Poland","75419"
"2022-07-30","Europe","Poland","14413"
"2022-07-31","Europe","Poland","4505"
"2022-08-01","Europe","Poland","85571"
"2022-08-02","Europe","Poland","56084"
"2022-08-03","Europe","Poland","74692"
"2022-08-04","Europe","Poland","41304"
"2022-08-05","Europe","Poland","55161"
"2022-08-06","Europe","Poland","14825"
"2022-08-07","Europe","Poland","2084"
"2022-08-08","Europe","Poland","138903"
"2022-08-09","Europe","Poland","40472"
"2022-08-13","Europe","Poland","13905"
"2022-08-14","Europe","Poland","1883"
"2022-08-15","Europe","Poland","2000"
"2022-08-16","Europe","Poland","37150"
"2022-08-17","Europe","Poland","39400"
"2022-08-18","Europe","Poland","30537"
"2022-08-19","Europe","Poland","37068"
"2022-08-20","Europe","Poland","12711"
"2022-08-21","Europe","Poland","2091"
"2022-08-22","Europe","Poland","82390"
"2022-08-23","Europe","Poland","5647"
"2022-08-24","Europe","Poland","71913"
"2022-08-25","Europe","Poland","36150"
"2022-08-26","Europe","Poland","32338"
"2022-08-27","Europe","Poland","8226"
"2022-08-28","Europe","Poland","1657"
"2022-08-29","Europe","Poland","18199"
"2022-08-30","Europe","Poland","25608"
"2022-08-31","Europe","Poland","27516"
"2022-09-01","Europe","Poland","26337"
"2022-09-02","Europe","Poland","23828"
"2022-09-03","Europe","Poland","6113"
"2022-09-04","Europe","Poland","912"
"2022-09-05","Europe","Poland","14828"
"2022-09-06","Europe","Poland","19073"
"2022-09-07","Europe","Poland","24251"
"2022-09-08","Europe","Poland","19705"
"2022-09-09","Europe","Poland","16591"
"2022-09-15","Europe","Poland","21320"
"2022-09-16","Europe","Poland","18104"
"2022-09-17","Europe","Poland","3394"
"2022-09-18","Europe","Poland","938"
"2022-09-19","Europe","Poland","10522"
"2022-09-20","Europe","Poland","11954"
"2022-09-21","Europe","Poland","31187"
"2022-09-22","Europe","Poland","87114"
"2022-09-23","Europe","Poland","52310"
"2022-09-24","Europe","Poland","17159"
"2022-09-25","Europe","Poland","2654"
"2022-09-26","Europe","Poland","17868"
"2022-09-27","Europe","Poland","18525"
"2022-09-28","Europe","Poland","70779"
"2022-09-29","Europe","Poland","39931"
"2022-09-30","Europe","Poland","48449"
"2022-10-01","Europe","Poland","13262"
"2022-10-01","Europe","Poland","178530"
"2022-10-02","Europe","Poland","3037"
"2022-10-02","Europe","Poland","80960"
"2022-10-03","Europe","Poland","23621"
"2022-10-04","Europe","Poland","32069"
"2022-10-05","Europe","Poland","8568"
"2022-10-05","Europe","Poland","34216"
"2022-10-06","Europe","Poland","4101"
"2022-10-06","Europe","Poland","33336"
"2022-10-07","Europe","Poland","204"
"2022-10-07","Europe","Poland","42967"
"2022-10-08","Europe","Poland","11086"
"2022-10-08","Europe","Poland","40956"
"2022-10-09","Europe","Poland","1822"
"2022-10-09","Europe","Poland","6373"
"2022-10-11","Europe","Poland","17720"
"2022-10-12","Europe","Poland","2322"
"2022-10-13","Europe","Poland","27234"
"2022-10-14","Europe","Poland","36833"
"2022-10-15","Europe","Poland","9563"
"2022-10-16","Europe","Poland","1647"
"2022-10-17","Europe","Poland","14685"
"2022-10-18","Europe","Poland","17079"
"2022-10-19","Europe","Poland","18703"
"2022-10-20","Europe","Poland","17949"
"2022-10-21","Europe","Poland","22733"
"2022-10-22","Europe","Poland","5581"
"2022-10-23","Europe","Poland","1777"
"2022-10-24","Europe","Poland","12731"
"2022-10-25","Europe","Poland","14455"
"2022-10-26","Europe","Poland","39906"
"2022-10-27","Europe","Poland","19517"
"2022-10-28","Europe","Poland","23951"
"2022-10-31","Europe","Poland","12020"
"2022-11-01","Europe","Poland","547"
"2022-11-01","Europe","Poland","249520"
"2022-11-02","Europe","Poland","12684"
"2022-11-02","Europe","Poland","93521"
"2022-11-03","Europe","Poland","16686"
"2022-11-03","Europe","Poland","35558"
"2022-11-04","Europe","Poland","9826"
"2022-11-04","Europe","Poland","22814"
"2022-11-05","Europe","Poland","8724"
"2022-11-05","Europe","Poland","11241"
"2022-11-06","Europe","Poland","1321"
"2022-11-06","Europe","Poland","1432"
"2022-11-07","Europe","Poland","4516"
"2022-11-07","Europe","Poland","11196"
"2022-11-08","Europe","Poland","12404"
"2022-11-08","Europe","Poland","32590"
"2022-11-09","Europe","Poland","1627"
"2022-11-09","Europe","Poland","14512"
"2022-11-11","Europe","Poland","1005"
"2022-11-12","Europe","Poland","1386"
"2022-11-13","Europe","Poland","1100"
"2022-11-14","Europe","Poland","11913"
